Amenity Type,Name,Latitude,Longitude,road,suburb,state_district,road_count,suburb_count,district_count,scaled_suburb,population
pharmacy,Chhabra Medicos,28.7436714,77.1601854,,,,0,0,0,0.0,0
pharmacy,MedPlus,27.7748032,77.9904533,,,,0,0,0,0.0,0
pharmacy,Surender Medicos,28.7465303,77.1604672,,,,0,0,0,0.0,0
pharmacy,Kanhaiya Medicos,28.7433776,77.1638711,,,,0,0,0,0.0,0
pharmacy,Chauhan Mediways,28.7452384,77.1603162,,,,0,0,0,0.0,0
pharmacy,Medipoint Medicos,28.7168161,77.1749655,,,,0,0,0,0.0,0
pharmacy,Shri Balaji Medicos,28.7466106,77.1611552,,,,0,0,0,0.0,0
pharmacy,Laxmi Pharmacy,28.4502545,77.0906853,,,,0,0,0,0.0,0
pharmacy,Kiran Medical Store,28.7443622,77.1678798,,,,0,0,0,0.0,0
pharmacy,Neelkanth,28.6375094,77.3040932,,,,0,0,0,0.0,0
pharmacy,GACSS Pharmarcy,28.6367333,77.3048618,,,,0,0,0,0.0,0
pharmacy,Sitara pharmacy,28.582994,77.2450769,,,,0,0,0,0.0,0
pharmacy,Life Line Medicos,28.5829724,77.2449404,,,,0,0,0,0.0,0
pharmacy,U.A. Medicos,28.5828995,77.2448449,,,,0,0,0,0.0,0
pharmacy,Shiv medicos,28.6310699,77.2764795,,,,0,0,0,0.0,0
pharmacy,Om Medicos,28.6318135,77.2777848,,,,0,0,0,0.0,0
pharmacy,Fairdeal enterprises,28.6310303,77.2764644,,,,0,0,0,0.0,0
pharmacy,Healthcare Pharmacy,28.6371904,77.2791485,,,,0,0,0,0.0,0
pharmacy,Pharmaville,28.631118,77.2786742,,,,0,0,0,0.0,0
pharmacy,Jagdamba chemist,28.634484,77.2831332,,,,0,0,0,0.0,0
pharmacy,Medical store,28.6323261,77.2806507,,,,0,0,0,0.0,0
pharmacy,Binni medicose,28.495666,77.3247549,,,,0,0,0,0.0,0
pharmacy,Ravi Medicos,28.7180676,77.1716228,,,,0,0,0,0.0,0
pharmacy,Vardhman Medicos,28.7173276,77.1708087,,,,0,0,0,0.0,0
pharmacy,Apolo pharmacy,28.5486753,77.1670793,,,,0,0,0,0.0,0
pharmacy,KC pharmacy,28.5486086,77.1670103,,,,0,0,0,0.0,0
pharmacy,Sharma pharmacy,28.5526618,77.1694436,,,,0,0,0,0.0,0
pharmacy,1mg,28.6988678,77.2076675,,,,0,0,0,0.0,0
pharmacy,Adarsh Medical Store,28.9794762,77.7322269,,,,0,0,0,0.0,0
pharmacy,Harsh Adhana Medical Store,28.9793717,77.7324462,,,,0,0,0,0.0,0
pharmacy,Anjana Medical Store,28.9800793,77.733466,,,,0,0,0,0.0,0
pharmacy,Kripa Pharmacy,28.9690622,77.7303456,,,,0,0,0,0.0,0
pharmacy,Anjali Medical Store,28.9833734,77.7302322,,,,0,0,0,0.0,0
pharmacy,Kavita Medicine Center,28.9787617,77.73205,,,,0,0,0,0.0,0
pharmacy,Babulal Medical Store,28.9810356,77.7360246,,,,0,0,0,0.0,0
pharmacy,Mahi Medical Store,28.9856591,77.7333358,,,,0,0,0,0.0,0
pharmacy,Prem medical store,28.6376562,77.2790404,,,,0,0,0,0.0,0
pharmacy,Urvashi Medical Store,28.9810213,77.7359788,,,,0,0,0,0.0,0
pharmacy,RK Medical Store,28.9791037,77.7315984,,,,0,0,0,0.0,0
pharmacy,Bhagat medicos,28.5007488,77.3138746,,,,0,0,0,0.0,0
pharmacy,Ravi Medical Store,28.9808871,77.7353106,,,,0,0,0,0.0,0
pharmacy,NK Pharmacy,28.5381057,77.2078468,,,,0,0,0,0.0,0
pharmacy,Medicine Bazaar,28.7357502,77.1094978,,,,0,0,0,0.0,0
pharmacy,Shiv Medicos Chemist,28.7357915,77.1094377,,,,0,0,0,0.0,0
pharmacy,The Metro Medicos,28.7354588,77.1099316,,,,0,0,0,0.0,0
pharmacy,Shiva Ayurvedic Store,28.7353572,77.110097,,,,0,0,0,0.0,0
pharmacy,Shri Parshuram Medicos,28.737777,77.116388,,,,0,0,0,0.0,0
pharmacy,Mahi Medical Store,28.6467176,77.4443117,,,,0,0,0,0.0,0
pharmacy,Jan Aushadhi,28.6484189,77.4437515,,,,0,0,0,0.0,0
pharmacy,Pradhan Mantri Bharatiya Jan Aushadhi Kendra,28.637447,77.3041487,,,,0,0,0,0.0,0
pharmacy,Davaindia generic pharmacy,28.6141064,77.3455651,,,,0,0,0,0.0,0
pharmacy,Jain Medicos,28.7001373,77.1412257,,,,0,0,0,0.0,0
pharmacy,Singh Medicos,28.5498211,77.2340326,,,,0,0,0,0.0,0
pharmacy,Kanak Medicos,28.9664878,77.7302519,,,,0,0,0,0.0,0
pharmacy,Supplyco Medical Store,28.7360544,77.2964112,,,,0,0,0,0.0,0
pharmacy,Chemist,28.550139,77.235665,,,,0,0,0,0.0,0
pharmacy,Shiv Medical Store,28.992502,77.7282253,,,,0,0,0,0.0,0
pharmacy,NetMeds,29.0059736,77.7430187,,,,0,0,0,0.0,0
pharmacy,Goodwill Pharmacy,28.4256035,77.0682854,,,,0,0,0,0.0,0
pharmacy,Apollo Pharmacy,28.4250074,77.0681406,,,,0,0,0,0.0,0
pharmacy,Medicine House,28.5875719,77.1689867,,,,0,0,0,0.0,0
pharmacy,Parkash Medical Store,28.7440311,77.1423951,,,,0,0,0,0.0,0
pharmacy,Krishna Store,28.5963766,77.122971,,,,0,0,0,0.0,0
pharmacy,Balaji Medicos,28.5964596,77.1230067,,,,0,0,0,0.0,0
pharmacy,Army Medical And General Store,28.5963388,77.1229528,,,,0,0,0,0.0,0
pharmacy,Honey Medical Store,28.979351,77.7320194,,,,0,0,0,0.0,0
pharmacy,Apna Chemist,28.5631374,77.2689804,,,,0,0,0,0.0,0
pharmacy,Bhartiya Medical General Store,28.5934787,77.1219529,,,,0,0,0,0.0,0
pharmacy,Sethi Medical And General Store,28.5933921,77.1219127,,,,0,0,0,0.0,0
pharmacy,Empire Stores Chemist,28.5964037,77.1346742,,,,0,0,0,0.0,0
pharmacy,Shivam Medicos Pharmacy,28.5934126,77.1206843,,,,0,0,0,0.0,0
pharmacy,Raj Medicos,28.4611472,77.2844656,,,,0,0,0,0.0,0
pharmacy,Ganpati Chemist Cosmetic Opticals,28.5996962,77.3176371,,,,0,0,0,0.0,0
pharmacy,NEETU MEDICO,28.6696209,77.3079737,,,,0,0,0,0.0,0
pharmacy,Kanak Homoeo Pharmacy,28.6612528,77.2865945,,,,0,0,0,0.0,0
pharmacy,Vinod Medicos,28.6377937,77.2114515,,,,0,0,0,0.0,0
pharmacy,Apollo Pharmacy,28.6337258,77.2085135,,,,0,0,0,0.0,0
pharmacy,98.6° Healthcare Pharmacy,28.4605889,77.0794549,,,,0,0,0,0.0,0
pharmacy,Rang Pharmacy,28.4606319,77.0794514,,,,0,0,0,0.0,0
pharmacy,Sai Raj Chemist,28.6330706,77.2816822,,,,0,0,0,0.0,0
pharmacy,SR Medicos,28.6478782,77.1886384,,,,0,0,0,0.0,0
pharmacy,Geeta Medicos,28.6480158,77.1887282,,,,0,0,0,0.0,0
pharmacy,Lucknow medical agencies,28.5685642,77.245554,,,,0,0,0,0.0,0
pharmacy,Lifeline Medicos And Cosmetics,28.5876579,77.0716513,,,,0,0,0,0.0,0
veterinary,Jain Bird Hospital,28.6554584,77.2360764,,,,0,0,0,0.0,0
veterinary,Veterinary Doctor,28.6419362,77.3745298,,,,0,0,0,0.0,0
veterinary,pet's doctor,28.566801,77.3432121,,,,0,0,0,0.0,0
veterinary,Dr Choudary Pet Clinic,28.5784813,77.1651434,,,,0,0,0,0.0,0
veterinary,Government Veterinary Hospital,28.6131769,77.287879,,,,0,0,0,0.0,0
veterinary,Saket Pet Clinic,28.5273376,77.205867,,,,0,0,0,0.0,0
veterinary,GSD Animal Hospital,27.8663138,77.3962777,,,,0,0,0,0.0,0
veterinary,Nath Animal Care Centre,28.7411371,77.1660459,,,,0,0,0,0.0,0
veterinary,CP Vet,28.5709141,77.3626478,,,,0,0,0,0.0,0
veterinary,Veterinary Hospital Moti Bagh,28.5824205,77.1834899,,,,0,0,0,0.0,0
veterinary,Dog And Pet Clinic,28.5964093,77.1334692,,,,0,0,0,0.0,0
veterinary,Fortisvet,28.6130787,77.0328734,,,,0,0,0,0.0,0
arts_centre,Cervantes Institute,28.6298829,77.2158822,,,,0,0,0,0.0,0
arts_centre,Studio Khirki,28.5310312,77.2180744,,,,0,0,0,0.0,0
arts_centre,Anant Naad Foundation,28.5397708,77.2116665,,,,0,0,0,0.0,0
arts_centre,Shri Aurobindo Center for Arts and Communication,28.5369515,77.1966644,,,,0,0,0,0.0,0
arts_centre,Gandhi Hindustani Sahitya Sabha,28.6392225,77.2452524,,,,0,0,0,0.0,0
arts_centre,Studio Safdar,28.6467991,77.1596549,,,,0,0,0,0.0,0
arts_centre,People Places Arts,28.5447649,77.2517514,,,,0,0,0,0.0,0
arts_centre,Natya Ballet Centre,28.6314464,77.2049627,,,,0,0,0,0.0,0
arts_centre,IATB Academy,28.6584846,77.1426413,,,,0,0,0,0.0,0
arts_centre,Sanskruti School Of Fine Arts,28.583578,77.0711671,,,,0,0,0,0.0,0
cinema,PVR Priya,28.5573088,77.164493,,,,0,0,0,0.0,0
cinema,SRS Cinemas,28.4111763,77.0430822,,,,0,0,0,0.0,0
cinema,PVR EDM,28.6413995,77.3167886,,,,0,0,0,0.0,0
cinema,PVR Cinamas,28.4811774,77.0801408,,,,0,0,0,0.0,0
cinema,PVR Cinames,28.4794448,77.0865361,,,,0,0,0,0.0,0
cinema,PVR Mega Mall,28.475297,77.0931121,,,,0,0,0,0.0,0
cinema,PVR Ambience,28.5044048,77.0973074,,,,0,0,0,0.0,0
cinema,IRCON,28.5247928,77.2172399,,,,0,0,0,0.0,0
cinema,"Fun Cinemas, CRM, Shahdara",28.656726,77.30198,,,,0,0,0,0.0,0
cinema,Satyam Cineplex,28.5499722,77.250948,,,,0,0,0,0.0,0
cinema,DT Cinemas,28.4813732,77.0774481,,,,0,0,0,0.0,0
cinema,DT Cinemas,28.4788836,77.0803617,,,,0,0,0,0.0,0
cinema,JAM,28.6338617,77.3701735,,,,0,0,0,0.0,0
cinema,PVR Saket,28.5237474,77.2071344,,,,0,0,0,0.0,0
cinema,PVR Metropolitan,28.4802325,77.0803027,,,,0,0,0,0.0,0
cinema,BIG Cinemas TGIP,28.5681609,77.326661,,,,0,0,0,0.0,0
cinema,PVR Plaza Cinema,28.6350924,77.2196937,,,,0,0,0,0.0,0
cinema,Delite Diamond,28.641256,77.2360463,,,,0,0,0,0.0,0
cinema,Imperial,28.6411555,77.2108258,,,,0,0,0,0.0,0
cinema,DT City Center,28.7026476,77.1583077,,,,0,0,0,0.0,0
cinema,Sangam,28.5726765,77.1733639,,,,0,0,0,0.0,0
cinema,Satyam,28.6297371,77.0819031,,,,0,0,0,0.0,0
cinema,Movie Time Cinemas,28.6530735,77.1232875,,,,0,0,0,0.0,0
cinema,INOX Vishal Mall,28.6500399,77.1211456,,,,0,0,0,0.0,0
cinema,PVR Cinema,28.6425399,77.1064778,,,,0,0,0,0.0,0
cinema,Wave Rajouri Garden,28.6509785,77.1206104,,,,0,0,0,0.0,0
cinema,SRS Cinemas,28.428088,77.036672,,,,0,0,0,0.0,0
cinema,MMX 6-Screen Multiplex,28.6772296,77.378687,,,,0,0,0,0.0,0
cinema,Galaxie Cinema,28.6550407,77.3451621,,,,0,0,0,0.0,0
cinema,BIG Ansals,28.6449711,77.3327059,,,,0,0,0,0.0,0
cinema,PVR Mahagun,28.6446886,77.3354096,,,,0,0,0,0.0,0
cinema,BIG Pacific,28.6464211,77.3196597,,,,0,0,0,0.0,0
cinema,SRS Shopprix,28.642749,77.3409886,,,,0,0,0,0.0,0
cinema,Darpan Cinema,29.4105151,76.9708649,,,,0,0,0,0.0,0
cinema,Batra Cinema,28.7117187,77.2155308,,,,0,0,0,0.0,0
cinema,Q Cinemas,28.4549609,77.3156192,,,,0,0,0,0.0,0
cinema,Big Cinemas,29.0647823,77.7095236,,,,0,0,0,0.0,0
cinema,Nishant,28.9951454,77.704582,,,,0,0,0,0.0,0
cinema,deepak,29.1497949,77.6057363,,,,0,0,0,0.0,0
cinema,Big Cinemas Palam Vihar,28.5115274,77.0420264,,,,0,0,0,0.0,0
cinema,DT Cinema,28.5414082,77.2400613,,,,0,0,0,0.0,0
cinema,super mall movie times,29.6960013,77.0018236,,,,0,0,0,0.0,0
cinema,Cinepolis,28.7150994,77.1160674,,,,0,0,0,0.0,0
cinema,Liberty Cinema,28.6594215,77.190059,,,,0,0,0,0.0,0
cinema,PVR Directors Cut Cinema,28.5416333,77.1548851,,,,0,0,0,0.0,0
cinema,PVR Select Citywalk,28.5283956,77.2195235,,,,0,0,0,0.0,0
cinema,PVR Rivoli Cinema,28.6309944,77.2163377,,,,0,0,0,0.0,0
cinema,PVR ECX  Chanakyapuri Cinema,28.584378,77.1910554,,,,0,0,0,0.0,0
cinema,PVR Premiere Cinema,28.5286878,77.2197971,,,,0,0,0,0.0,0
cinema,PVR 3Cs Cinema,28.5676983,77.2410235,,,,0,0,0,0.0,0
cinema,INOX Nehru Place Cinema,28.549897,77.2512556,,,,0,0,0,0.0,0
cinema,INOX Insignia Epicuria Cinema,28.5513125,77.2515622,,,,0,0,0,0.0,0
cinema,Cinépolis DLF Cinema,28.5282898,77.2172639,,,,0,0,0,0.0,0
cinema,PVR DFL Promenade Cinema,28.5427905,77.1557308,,,,0,0,0,0.0,0
cinema,TV channel Russia RTR,28.5653226,77.1579737,,,,0,0,0,0.0,0
cinema,G3S Cinemas,28.7346851,77.1135715,,,,0,0,0,0.0,0
cinema,Wave Cinemas Kaushambi,28.6448748,77.3263368,,,,0,0,0,0.0,0
cinema,Kushal Cinema,28.726795,77.172629,,,,0,0,0,0.0,0
cinema,Amit Cinema Hall,28.4880822,77.0726758,,,,0,0,0,0.0,0
cinema,Odeon Inox,28.6343154,77.221088,,,,0,0,0,0.0,0
cinema,Cinepolis,28.3831429,77.0525965,,,,0,0,0,0.0,0
cinema,PVR Cinemas,28.6014197,77.0292596,,,,0,0,0,0.0,0
cinema,PVR Logix,28.5742452,77.3530739,,,,0,0,0,0.0,0
cinema,PVR Mall of India,28.5664969,77.3212248,,,,0,0,0,0.0,0
cinema,Inox,28.5812001,77.2420522,,,,0,0,0,0.0,0
cinema,Suncity Cinemas Bhiwani,28.805261,76.1353086,,,,0,0,0,0.0,0
cinema,Euro cinemas,28.6381177,77.3604542,,,,0,0,0,0.0,0
cinema,Inox EF3 Cinema,28.4058634,77.3094451,,,,0,0,0,0.0,0
cinema,MIRAJ CINEMAS SHAHDARA,28.6864607,77.2892413,,,,0,0,0,0.0,0
cinema,PVR Cinemas,28.7124023,77.1360008,,,,0,0,0,0.0,0
cinema,Wow Zone,28.6375403,77.2861768,,,,0,0,0,0.0,0
cinema,PVR Cinemas,28.3925359,77.0590086,,,,0,0,0,0.0,0
cinema,PVR Cinemas Box Office,28.3921803,77.059027,,,,0,0,0,0.0,0
community_centre,Gulmohar club,28.5578099,77.2119665,,,,0,0,0,0.0,0
community_centre,Community Center,28.5485517,77.370432,,,,0,0,0,0.0,0
community_centre,Arun Vihar Community Centre,28.5667914,77.3402362,,,,0,0,0,0.0,0
community_centre,ndmc community centre,28.572508,77.1993749,,,,0,0,0,0.0,0
community_centre,ndmc community centre,28.5704357,77.1965682,,,,0,0,0,0.0,0
community_centre,Haryana Maitri bhavan,28.6869377,77.1222176,,,,0,0,0,0.0,0
community_centre,PK Road Basant Lane,28.6357899,77.2151512,,,,0,0,0,0.0,0
community_centre,Gadar Community Center,28.7346596,76.8952334,,,,0,0,0,0.0,0
community_centre,Thiya Chopal,28.7364227,76.8938083,,,,0,0,0,0.0,0
community_centre,Nirmal Dham,28.561674,77.0208894,,,,0,0,0,0.0,0
community_centre,Wembley estate club,28.4139425,77.0564917,,,,0,0,0,0.0,0
community_centre,Florence Farm,28.4431945,77.1746505,,,,0,0,0,0.0,0
community_centre,Bansal Bhawan,28.736244,77.1286132,,,,0,0,0,0.0,0
community_centre,R.J. Palace,28.740424,77.1216834,,,,0,0,0,0.0,0
community_centre,Bansal Bhawan,28.7345767,77.1250875,,,,0,0,0,0.0,0
community_centre,Student Activity Center,28.6294062,77.3733736,,,,0,0,0,0.0,0
community_centre,Community Center Sukhrali,28.4763996,77.0643421,,,,0,0,0,0.0,0
community_centre,Village Saidulajaib Welfare Association,28.5181124,77.2021351,,,,0,0,0,0.0,0
community_centre,Orris Community Center,28.4047524,76.9511341,,,,0,0,0,0.0,0
community_centre,Chhath Ghat,28.6490055,77.0424361,,,,0,0,0,0.0,0
community_centre,Holiday Club,28.543983,77.227753,,,,0,0,0,0.0,0
community_centre,Young Women's Christian Association,28.6254293,77.2146906,,,,0,0,0,0.0,0
community_centre,"Urban Health Centre, Raipur",28.5392812,77.3396207,,,,0,0,0,0.0,0
community_centre,Aggarwal Dharamshala,28.7116518,77.1321429,,,,0,0,0,0.0,0
community_centre,Community Hall of Sector 13,28.8166086,76.1397501,,,,0,0,0,0.0,0
community_centre,Nirmal Grand Guest House,28.8162048,76.1272315,,,,0,0,0,0.0,0
community_centre,Ramesh Park Community Hall,28.6344838,77.2704664,,,,0,0,0,0.0,0
community_centre,Kennedy Auditorium,27.9127474,78.0740842,,,,0,0,0,0.0,0
community_centre,Nizamuddin East Recreation Center,28.5900741,77.2527857,,,,0,0,0,0.0,0
community_centre,Keshav Community Center,28.7344289,77.1745198,,,,0,0,0,0.0,0
community_centre,Rajokari Community Centre,28.5125263,77.1078234,,,,0,0,0,0.0,0
community_centre,Girls' Common Room,28.684857,77.2096776,,,,0,0,0,0.0,0
community_centre,Maharani Bagh Community Center,28.5726321,77.2635634,,,,0,0,0,0.0,0
community_centre,Samudai Bhawan,28.6698217,77.3105427,,,,0,0,0,0.0,0
community_centre,Dr Ambedkar Bhavan,28.590205,77.071905,,,,0,0,0,0.0,0
conference_centre,ICAR's Conference Facilities,28.6268551,77.1612005,,,,0,0,0,0.0,0
conference_centre,Auditorium,28.0591048,76.1148723,,,,0,0,0,0.0,0
conference_centre,SAU Auditorium,28.4866909,77.1986313,,,,0,0,0,0.0,0
conference_centre,"MA Ansari Auditorium, JMI",28.5604402,77.2835165,,,,0,0,0,0.0,0
conference_centre,Dr BR Ambedkar Auditorium,28.7502161,77.1163772,,,,0,0,0,0.0,0
conference_centre,Raj Soin Hall,28.7508158,77.1143806,,,,0,0,0,0.0,0
events_venue,Rangoli Utsav Mandap,28.9632083,77.7344753,,,,0,0,0,0.0,0
events_venue,Apar Banquet,28.5354661,77.2110527,,,,0,0,0,0.0,0
events_venue,Tivoli Garden,28.4963966,77.1854716,,,,0,0,0,0.0,0
events_venue,Andaaz,28.6562839,77.1511035,,,,0,0,0,0.0,0
events_venue,Western Party Hall,28.6517445,77.0937915,,,,0,0,0,0.0,0
events_venue,Habib Garden Banquet Hall,27.9058028,78.0801707,,,,0,0,0,0.0,0
events_venue,Mohan's,28.6933578,77.1715274,,,,0,0,0,0.0,0
events_venue,Victoria Palace,28.6128309,76.99586,,,,0,0,0,0.0,0
events_venue,Haveli,28.6128427,76.9959944,,,,0,0,0,0.0,0
events_venue,The Heritage Grand,28.6813945,77.1447059,,,,0,0,0,0.0,0
events_venue,Sacred Flames Banquet,28.417175,77.3702906,,,,0,0,0,0.0,0
events_venue,Common Room,27.9178476,78.0758467,,,,0,0,0,0.0,0
events_venue,Hawa Mahal,27.9178579,78.0759986,,,,0,0,0,0.0,0
events_venue,Mini Auditorium / VIP entry,28.7188562,77.065658,,,,0,0,0,0.0,0
events_venue,Casabella Banquet n Confrence Hall,28.4272214,77.0361532,,,,0,0,0,0.0,0
events_venue,jhelum lawn,28.5489011,77.1685474,,,,0,0,0,0.0,0
events_venue,Royal Banquet,28.9633487,77.734689,,,,0,0,0,0.0,0
events_venue,New Baraat Ghar,28.5122714,77.1083595,,,,0,0,0,0.0,0
events_venue,Shagun Vatika,28.8017284,76.1461403,,,,0,0,0,0.0,0
events_venue,Bal Bhawan Vatika,28.801453,76.1434322,,,,0,0,0,0.0,0
events_venue,Radha Swami Satsang Ashram,28.7950827,76.1554908,,,,0,0,0,0.0,0
events_venue,wedding venue,28.4834227,77.2843768,,,,0,0,0,0.0,0
events_venue,anandvan greens,28.4750139,77.2952701,,,,0,0,0,0.0,0
events_venue,srivastav bhawan,28.4934899,77.2960646,,,,0,0,0,0.0,0
events_venue,The Golden By Shakti Tent and decorators,28.729957,77.1189333,,,,0,0,0,0.0,0
events_venue,Saawariya Seth Tents,28.7291978,77.1187992,,,,0,0,0,0.0,0
events_venue,Grand Moments By JMD Tents,28.7308269,77.1189672,,,,0,0,0,0.0,0
events_venue,Lagoona Banquet Wazirpur,28.6960905,77.1574908,,,,0,0,0,0.0,0
events_venue,Urban Banquet hall,28.6980918,77.1148737,,,,0,0,0,0.0,0
events_venue,K D banquet Hall,28.6167136,77.0324414,,,,0,0,0,0.0,0
events_venue,Royal Garden,28.6155592,77.0320102,,,,0,0,0,0.0,0
events_venue,The Grand Castle,28.6158485,77.0318875,,,,0,0,0,0.0,0
events_venue,Surya Green,28.6134539,77.0326633,,,,0,0,0,0.0,0
events_venue,Nevaeh The Heavenly Experience,28.5328272,77.104785,,,,0,0,0,0.0,0
events_venue,Sanssara Banquets,28.6581341,77.3522936,,,,0,0,0,0.0,0
events_venue,Timbuktoo,28.9685547,77.725756,,,,0,0,0,0.0,0
fountain,Sadbhavna Park Fountain,28.9743577,77.7300195,,,,0,0,0,0.0,0
fountain,IPU Fountain,28.5948848,77.020937,,,,0,0,0,0.0,0
fountain,Colour Light fountain,28.6973063,76.9182046,,,,0,0,0,0.0,0
fountain,Musical Fountain,28.6970475,76.918682,,,,0,0,0,0.0,0
fountain,Colour Light fountain,28.6968169,76.9191487,,,,0,0,0,0.0,0
fountain,Water Fountain,28.5648826,77.3549356,,,,0,0,0,0.0,0
fountain,Fountain of the unknown,28.4154906,77.0919333,,,,0,0,0,0.0,0
fountain,India Gate Fountain,28.612833,77.2310481,,,,0,0,0,0.0,0
fountain,joggers ountain,28.6370577,77.3718095,,,,0,0,0,0.0,0
fountain,Central Fountain,28.6100564,77.0379677,,,,0,0,0,0.0,0
fountain,Fountain,27.9124575,78.0741858,,,,0,0,0,0.0,0
fountain,Fountain,27.9120901,78.0757362,,,,0,0,0,0.0,0
fountain,Baansera Musical Fountain,28.5923335,77.2599598,,,,0,0,0,0.0,0
nightclub,Trance Lounge,28.6786445,77.099729,,,,0,0,0,0.0,0
nightclub,GB Road,28.6504541,77.2206601,,,,0,0,0,0.0,0
nightclub,Auro,28.5523017,77.2042189,,,,0,0,0,0.0,0
nightclub,The Dhan Mill,28.5040911,77.184885,,,,0,0,0,0.0,0
nightclub,Kaanch,28.6561214,77.3016434,,,,0,0,0,0.0,0
nightclub,Kitty Su,28.6313526,77.2271001,,,,0,0,0,0.0,0
nightclub,Sandoz B2,28.6829922,77.1469402,,,,0,0,0,0.0,0
nightclub,Soho Club Delhi,28.5966575,77.1960599,,,,0,0,0,0.0,0
social_centre,yoga & health center,28.5344129,77.2220926,,,,0,0,0,0.0,0
social_centre,Delhi University Social Centre,28.687142,77.2042663,,,,0,0,0,0.0,0
social_centre,Seva Shakti Kendra,28.7466065,77.1594605,,,,0,0,0,0.0,0
social_centre,Aident Mahila Panchayat,28.7503631,77.1682745,,,,0,0,0,0.0,0
studio,Eagle Film Studio,28.5686064,77.3158823,,,,0,0,0,0.0,0
studio,Bambol Jampad & Studios,28.6339665,77.0896049,,,,0,0,0,0.0,0
studio,PBY Studios,28.6377102,77.2831457,,,,0,0,0,0.0,0
studio,Mitra Rangmanch,28.6354515,77.3045546,,,,0,0,0,0.0,0
studio,Drx Record,28.6607304,77.4707116,,,,0,0,0,0.0,0
studio,Anuj Jadon Editz,28.050711,77.9588996,,,,0,0,0,0.0,0
studio,Softline Films,28.5690042,77.2481498,,,,0,0,0,0.0,0
theatre,Auditorium,28.6765278,77.4641884,,,,0,0,0,0.0,0
theatre,DT,28.5831328,77.1896241,,,,0,0,0,0.0,0
theatre,M2K theater,28.7011545,77.1163405,,,,0,0,0,0.0,0
theatre,NCUI Auditorium,28.5521823,77.2108473,,,,0,0,0,0.0,0
theatre,Akshara,28.6259776,77.2032745,,,,0,0,0,0.0,0
theatre,Air Force Auditorium,28.5881935,77.1549788,,,,0,0,0,0.0,0
theatre,Oddbird Theatre,28.5049584,77.1849078,,,,0,0,0,0.0,0
theatre,The Attic,28.6300536,77.2172723,,,,0,0,0,0.0,0
theatre,Rang Parivartan,28.4682659,77.0325424,,,,0,0,0,0.0,0
theatre,Bahumukh,28.6243192,77.2344502,,,,0,0,0,0.0,0
theatre,Muktadhara Auditorium,28.6311731,77.204936,,,,0,0,0,0.0,0
theatre,Auditorium,28.6099203,77.0369267,,,,0,0,0,0.0,0
theatre,Mini Auditorium,28.6095946,77.0380655,,,,0,0,0,0.0,0
theatre,Trialogue Studio,28.5510463,77.2435099,,,,0,0,0,0.0,0
theatre,Theatre Kunzum 2,28.5335142,77.2441718,,,,0,0,0,0.0,0
theatre,Theatre Kunzum 1,28.5335228,77.2441613,,,,0,0,0,0.0,0
theatre,Stein Auditorium,28.5890626,77.2252522,,,,0,0,0,0.0,0
theatre,Amaltas,28.5890358,77.2252913,,,,0,0,0,0.0,0
theatre,Lilanoor Theater,28.5640738,77.2201259,,,,0,0,0,0.0,0
theatre,AMPHI THEATRE,28.5940895,77.0207778,,,,0,0,0,0.0,0
courthouse,delhi high court block 2,28.6080709,77.2357617,,,,0,0,0,0.0,0
courthouse,Bhiwani District Court,28.8044303,76.1416044,,,,0,0,0,0.0,0
courthouse,Behror court,27.8925267,76.2808941,,,,0,0,0,0.0,0
courthouse,Labour Court Ashok Vihar,28.6841471,77.174723,,,,0,0,0,0.0,0
courthouse,Court of Special Railway Magistrate,28.6605496,77.2294324,,,,0,0,0,0.0,0
courthouse,Bhiwani District Court,28.8049434,76.1412823,,,,0,0,0,0.0,0
courthouse,Mini Court,29.5885443,76.131972,,,,0,0,0,0.0,0
fire_station,Sushant Lok Fire Station,28.463707,77.0729645,,,,0,0,0,0.0,0
fire_station,Fire Station,28.5685669,77.1843122,,,,0,0,0,0.0,0
fire_station,Sector 6 Fire Station,28.5973177,77.0640235,,,,0,0,0,0.0,0
fire_station,Fire Station Chanakyapuri,28.602644,77.1903646,,,,0,0,0,0.0,0
fire_station,Fire Station Jor Bagh,28.5863038,77.2131096,,,,0,0,0,0.0,0
fire_station,Fire Station Naraina,28.6329962,77.1390034,,,,0,0,0,0.0,0
fire_station,Fire Station 1,28.5482034,77.0947438,,,,0,0,0,0.0,0
fire_station,FIRE STATION,28.6861712,77.2859055,,,,0,0,0,0.0,0
police,Police Station Sadar,28.4291623,77.0375117,,,,0,0,0,0.0,0
police,Sadar Police Station,28.4640597,77.0360665,,,,0,0,0,0.0,0
police,Sushant Lok Police Station,28.462993,77.0728175,,,,0,0,0,0.0,0
police,Sector 18 Police Station,28.4863642,77.0660949,,,,0,0,0,0.0,0
police,Police Station Bhondsi,28.3445779,77.0681342,,,,0,0,0,0.0,0
police,Police Station Sector 56,28.4248272,77.1031506,,,,0,0,0,0.0,0
police,Thana Kundli,28.8638535,77.1233526,,,,0,0,0,0.0,0
police,Murthal Police Station,29.026639,77.0732024,,,,0,0,0,0.0,0
police,Police Aid Post dharuheda,28.21575,76.7947172,,,,0,0,0,0.0,0
police,Shipra Police station,28.6378072,77.3782631,,,,0,0,0,0.0,0
police,Bawana Police station,28.8055119,77.0256424,,,,0,0,0,0.0,0
police,Shalimar Bagh Police Station,28.7170924,77.1571367,,,,0,0,0,0.0,0
