Amenity Type,latitude,longitude,label
bank,28.6298916,77.2237716,19
bank,28.630268,77.2232644,19
bank,28.6305309,77.222709,19
bank,28.6293464,77.2239496,19
bank,28.6019799,77.189294,19
bank,28.6038119,77.1849985,19
bank,28.5828891,77.1632054,19
bank,28.6225443,77.2360014,19
bank,28.5705121,77.2368766,19
bank,28.570565,77.2367354,19
bank,28.5717636,77.2373866,19
bank,28.5714609,77.2375931,19
bank,28.5752151,77.2295991,19
bank,28.6312513,77.2218705,19
bank,28.6314468,77.2205311,19
bank,28.6289357,77.2174179,19
bank,28.5645258,77.2408202,19
bank,28.5645188,77.2407129,19
bank,28.5674837,77.1591119,19
bank,28.5651309,77.2489725,19
bank,28.5651242,77.2488717,19
bank,28.632967,77.2179001,19
bank,28.632608,77.2179719,19
bank,28.6317429,77.222079,19
bank,28.5730786,77.2380576,19
bank,28.5682201,77.247038,19
bank,28.6336342,77.2169575,19
bank,28.6326368,77.2167019,19
bank,28.6298283,77.213752,19
bank,28.5773944,77.1742996,19
bank,28.6297605,77.217177,19
bank,28.5670536,77.233944,19
bank,28.5681417,77.2470469,19
bank,28.6442725,77.2006899,19
bank,28.6440948,77.2010082,19
bank,28.5678931,77.24731,19
bank,28.5678156,77.2464153,19
bank,28.6351302,77.2210229,19
bank,28.5922707,77.2222351,19
bank,28.5678322,77.2463727,19
bank,28.5677989,77.246465,19
bank,28.637461,77.1814651,19
bank,28.6293059,77.2319758,19
bank,28.5649509,77.2468083,19
bank,28.6198985,77.2106056,19
bank,28.5662032,77.2307872,19
bank,28.622931,77.2119161,19
bank,28.6345172,77.2195629,19
bank,28.5699781,77.2381686,19
bank,28.5692311,77.244004,19
bank,28.5674172,77.1882654,19
bank,28.6473546,77.1879785,19
bank,28.6539198,77.191078,19
bank,28.6522781,77.1918029,19
bank,28.5705502,77.2270818,19
bank,28.568353,77.247529,19
bank,28.5688113,77.2478166,19
bank,28.6015923,77.1868853,19
bank,28.6348608,77.2186893,19
bank,28.6302163,77.2415659,19
bank,28.6412335,77.2144015,19
bank,28.596518,77.1769969,19
bank,28.6295032,77.2221292,19
bank,28.6244261,77.2197964,19
bank,28.6241327,77.2139025,19
bank,28.6243135,77.2301541,19
bank,28.6274298,77.2198655,19
bank,28.6282217,77.2198897,19
bank,28.6349683,77.2190751,19
bank,28.6430476,77.2407235,19
bank,28.6630786,77.232378,19
bank,28.6638459,77.2316323,19
bank,28.6441723,77.2406365,19
bank,28.6459957,77.2405293,19
bank,28.6348361,77.2194004,19
bank,28.6316309,77.2230707,19
bank,28.629755,77.220236,19
bank,28.6303447,77.2220792,19
bank,28.6564863,77.224811,19
bank,28.6566813,77.2251553,19
bank,28.6568022,77.2236461,19
bank,28.5661983,77.2326048,19
bank,28.5661974,77.2327215,19
bank,28.5662111,77.2324505,19
bank,28.6313034,77.1980381,19
bank,28.6322114,77.2225531,19
bank,28.5720919,77.2375139,19
bank,28.5712465,77.238772,19
bank,28.6002254,77.2274818,19
bank,28.5847422,77.2476127,19
bank,28.6325263,77.2222745,19
bank,28.6563989,77.2265968,19
bank,28.6568737,77.224514,19
bank,28.6568061,77.2238005,19
bank,28.6568221,77.2238605,19
bank,28.6567912,77.2250193,19
bank,28.6564251,77.2257507,19
bank,28.6299855,77.2260606,19
bank,28.5840892,77.2437777,19
bank,28.5831632,77.2444573,19
bank,28.5843349,77.2430943,19
bank,28.5840688,77.2431217,19
bank,28.6006831,77.2276217,19
bank,28.6317223,77.216345,19
bank,28.6445453,77.1904718,19
bank,28.6441476,77.1712831,19
bank,28.6336824,77.2169663,19
bank,28.6349355,77.2189047,19
bank,28.6346813,77.2183109,19
bank,28.6329073,77.216686,19
bank,28.6327615,77.2166213,19
bank,28.645968,77.196814,19
bank,28.6286352,77.2197381,19
bank,28.6328496,77.2227651,19
bank,28.6327451,77.2227537,19
bank,28.6444389,77.2004624,19
bank,28.586802,77.1691626,19
bank,28.6575262,77.2033099,19
bank,28.6459492,77.209867,19
bank,28.6300407,77.2254919,19
bank,28.6299332,77.2258282,19
bank,28.6290813,77.2249334,19
bank,28.6290137,77.2252225,19
bank,28.6288659,77.2256733,19
bank,28.6291263,77.2249525,19
bank,28.568094,77.2258103,19
bank,28.5683733,77.2174909,19
bank,28.645047,77.2012362,19
bank,28.6439521,77.2013826,19
bank,28.64426,77.2014351,19
bank,28.63814,77.2109771,19
bank,28.6339108,77.2215847,19
bank,28.6325936,77.2167018,19
bank,28.6325537,77.216701,19
bank,28.6324968,77.2167179,19
bank,28.6324472,77.2167369,19
bank,28.6329143,77.2221806,19
bank,28.6474998,77.1923348,19
bank,28.6476251,77.1921758,19
bank,28.6475785,77.1921406,19
bank,28.6474358,77.192031,19
bank,28.6474774,77.1920662,19
bank,28.6458277,77.1920817,19
bank,28.5814829,77.2427347,19
bank,28.5814829,77.2427347,19
bank,28.5685852,77.2476224,19
bank,28.5682951,77.2470844,19
bank,28.5680466,77.246961,19
bank,28.5680466,77.246961,19
bank,28.5679561,77.2473418,19
bank,28.5684558,77.2471542,19
money_transfer,28.6296448,77.2243993,20
money_transfer,28.6414981,77.2167598,20
money_transfer,28.6022363,77.1870641,20
clinic,28.6454365,77.2251207,21
clinic,28.6467122,77.212921,21
clinic,28.6208562,77.2004083,21
clinic,28.5715124,77.1671368,21
clinic,28.5751776,77.1906756,21
clinic,28.6001742,77.230795,21
clinic,28.6039009,77.1952236,21
clinic,28.633024,77.2111811,21
clinic,28.5758536,77.1913276,21
clinic,28.5809522,77.2249977,21
clinic,28.5859822,77.1962103,21
clinic,28.6033779,77.189242,21
clinic,28.6092512,77.1998329,21
clinic,28.6295482,77.234083,21
clinic,28.5735641,77.2174125,21
clinic,28.5756033,77.1876419,21
clinic,28.5822643,77.2198427,21
clinic,28.595138,77.1773,21
clinic,28.6457952,77.159466,21
clinic,28.603382,77.2279162,21
clinic,28.6090129,77.2360929,21
clinic,28.6626656,77.1624984,21
clinic,28.622596,77.1994817,21
clinic,28.6364792,77.1634061,21
clinic,28.5733539,77.1760096,21
clinic,28.5754186,77.2051091,21
clinic,28.5817248,77.168648,21
clinic,28.5843695,77.177838,21
clinic,28.6227119,77.2227032,21
clinic,28.6288565,77.2001398,21
clinic,28.5652408,77.1735025,21
clinic,28.575289,77.200555,21
clinic,28.6002912,77.2306526,21
clinic,28.6055299,77.2346183,21
clinic,28.6520034,77.1855285,21
clinic,28.6447506,77.2351031,21
clinic,28.6545609,77.2255581,21
clinic,28.6543709,77.1835213,21
clinic,28.650165,77.21111,21
clinic,28.644386,77.189502,21
clinic,28.6357855,77.1841395,21
clinic,28.6427947,77.2098113,21
clinic,28.6486581,77.1860862,21
clinic,28.642259,77.2084424,21
clinic,28.660396,77.18014,21
clinic,28.5718287,77.2527073,21
clinic,28.588109,77.255874,21
clinic,28.6376486,77.1778655,21
clinic,28.6432419,77.2424546,21
clinic,28.6458317,77.1784997,21
clinic,28.649289,77.199157,21
clinic,28.5652971,77.2405555,21
clinic,28.5673384,77.216987,21
clinic,28.5878707,77.168874,21
clinic,28.5689114,77.2480083,21
clinic,28.5680466,77.246961,21
dentist,28.6426317,77.2126592,22
dentist,28.565899,77.1909467,22
dentist,28.5773235,77.2390168,22
dentist,28.5675911,77.2480073,22
dentist,28.5653711,77.2391091,22
dentist,28.6449856,77.2021219,22
dentist,28.5775886,77.1950195,22
doctors,28.6292249,77.2322767,23
doctors,28.6293653,77.2319405,23
doctors,28.5881105,77.1687372,23
doctors,28.5688158,77.1991063,23
doctors,28.5701242,77.2396269,23
doctors,28.5722116,77.24167,23
doctors,28.5666637,77.246144,23
doctors,28.5684908,77.2471857,23
doctors,28.5679532,77.2468901,23
hospital,28.6416777,77.2052683,24
hospital,28.5647144,77.1893283,24
hospital,28.6491348,77.2164415,24
hospital,28.5703187,77.2369366,24
hospital,28.643492,77.187296,24
hospital,28.5667966,77.2088857,24
hospital,28.5663672,77.207556,24
hospital,28.6439995,77.1912841,24
hospital,28.5656044,77.2442543,24
hospital,28.5645418,77.2399229,24
hospital,28.5660178,77.1946519,24
hospital,28.5647231,77.2437868,24
hospital,28.567441,77.2096335,24
hospital,28.5862718,77.1684265,24
hospital,28.5685701,77.2064068,24
hospital,28.5739982,77.1773627,24
hospital,28.6357652,77.2110664,24
hospital,28.5681531,77.2054264,24
hospital,28.6371532,77.236999,24
hospital,28.5853147,77.1770243,24
hospital,28.6365867,77.2173905,24
hospital,28.634138,77.212909,24
hospital,28.6472649,77.2308534,24
hospital,28.6495013,77.2098206,24
hospital,28.649831,77.2359282,24
hospital,28.5686672,77.2067292,24
hospital,28.629808,77.2387009,24
hospital,28.6529654,77.1994853,24
hospital,28.6579998,77.1943948,24
hospital,28.6431266,77.1906871,24
hospital,28.6435226,77.2424612,24
hospital,28.6494565,77.209831,24
hospital,28.656252,77.195998,24
hospital,28.6424432,77.2427645,24
hospital,28.6598583,77.2157522,24
hospital,28.5706874,77.2199599,24
hospital,28.5672773,77.2473565,24
hospital,28.577053,77.226043,24
hospital,28.646316,77.165748,24
hospital,28.6443841,77.2385497,24
hospital,28.6418873,77.2450734,24
hospital,28.6583838,77.1936638,24
hospital,28.5773794,77.1774582,24
hospital,28.566466,77.198976,24
hospital,28.6412816,77.2429413,24
hospital,28.643625,77.188255,24
hospital,28.6437984,77.2381596,24
hospital,28.66261,77.1624729,24
hospital,28.6311711,77.2170294,24
hospital,28.6267808,77.2182706,24
hospital,28.6337619,77.1700493,24
hospital,28.5697622,77.2267424,24
hospital,28.6267693,77.2092035,24
hospital,28.5653248,77.2420254,24
hospital,28.6420044,77.2042941,24
nursing_home,28.5878402,77.2515367,25
pharmacy,28.6467075,77.2129328,26
pharmacy,28.6467013,77.2132438,26
pharmacy,28.6023889,77.1868863,26
pharmacy,28.6023768,77.1869003,26
pharmacy,28.5659914,77.1765755,26
pharmacy,28.6337914,77.217038,26
pharmacy,28.6338871,77.2173285,26
pharmacy,28.6338668,77.2173585,26
pharmacy,28.5880799,77.1687667,26
pharmacy,28.5752251,77.2415558,26
pharmacy,28.5679314,77.2473791,26
pharmacy,28.567774,77.2472784,26
pharmacy,28.5680128,77.2459237,26
pharmacy,28.566497,77.2484873,26
pharmacy,28.5691403,77.2376172,26
pharmacy,28.5896915,77.2525296,26
pharmacy,28.5895222,77.2525243,26
pharmacy,28.6002519,77.2270265,26
pharmacy,28.600626,77.2271952,26
pharmacy,28.6001324,77.2274321,26
pharmacy,28.5916336,77.2434618,26
pharmacy,28.582994,77.2450769,26
pharmacy,28.5829724,77.2449404,26
pharmacy,28.5828995,77.2448449,26
pharmacy,28.5875719,77.1689867,26
pharmacy,28.6377937,77.2114515,26
pharmacy,28.6337258,77.2085135,26
pharmacy,28.6478782,77.1886384,26
pharmacy,28.6480158,77.1887282,26
pharmacy,28.5685642,77.245554,26
veterinary,28.6554584,77.2360764,27
veterinary,28.5784813,77.1651434,27
veterinary,28.5824205,77.1834899,27
arts_centre,28.6298829,77.2158822,28
arts_centre,28.6392225,77.2452524,28
arts_centre,28.6467991,77.1596549,28
arts_centre,28.6314464,77.2049627,28
cinema,28.6350924,77.2196937,29
cinema,28.641256,77.2360463,29
cinema,28.6411555,77.2108258,29
cinema,28.5726765,77.1733639,29
cinema,28.6594215,77.190059,29
cinema,28.6309944,77.2163377,29
cinema,28.584378,77.1910554,29
cinema,28.5676983,77.2410235,29
cinema,28.6343154,77.221088,29
cinema,28.5812001,77.2420522,29
community_centre,28.572508,77.1993749,30
community_centre,28.5704357,77.1965682,30
community_centre,28.6357899,77.2151512,30
community_centre,28.6254293,77.2146906,30
community_centre,28.5900741,77.2527857,30
conference_centre,28.6268551,77.1612005,31
fountain,28.612833,77.2310481,32
nightclub,28.6504541,77.2206601,33
nightclub,28.6313526,77.2271001,33
nightclub,28.5966575,77.1960599,33
studio,28.5690042,77.2481498,34
theatre,28.5831328,77.1896241,35
theatre,28.6259776,77.2032745,35
theatre,28.6300536,77.2172723,35
theatre,28.6243192,77.2344502,35
theatre,28.6311731,77.204936,35
theatre,28.5890626,77.2252522,35
theatre,28.5890358,77.2252913,35
theatre,28.5640738,77.2201259,35
courthouse,28.6080709,77.2357617,36
courthouse,28.6605496,77.2294324,36
fire_station,28.5685669,77.1843122,37
fire_station,28.602644,77.1903646,37
fire_station,28.5863038,77.2131096,37
police,28.6478735,77.180705,38
police,28.634698,77.1826937,38
police,28.6349617,77.1837505,38
police,28.6558358,77.2190161,38
police,28.6585978,77.2310844,38
police,28.6524641,77.2337052,38
police,28.6559206,77.2347384,38
police,28.5820097,77.195299,38
police,28.5879796,77.2536138,38
police,28.652398,77.1930248,38
police,28.6437003,77.2189266,38
police,28.6603874,77.2293263,38
police,28.6003274,77.2262488,38
police,28.6141383,77.2094455,38
police,28.6138782,77.2095121,38
police,28.6153345,77.2093428,38
police,28.616791,77.2119024,38
police,28.6182909,77.2092642,38
police,28.6185156,77.2088448,38
police,28.6189133,77.208869,38
police,28.6176525,77.1985707,38
police,28.617356,77.2020072,38
police,28.6452469,77.2188823,38
police,28.6308823,77.2253541,38
police,28.6274655,77.232869,38
police,28.6012604,77.2273752,38
police,28.5758546,77.1973707,38
police,28.5757026,77.195241,38
police,28.6316262,77.219012,38
police,28.6420284,77.2182954,38
post_box,28.5744997,77.1872498,39
post_office,28.5895467,77.219296,40
post_office,28.6398522,77.2130306,40
post_office,28.5808948,77.1726168,40
post_office,28.6225106,77.2128841,40
post_office,28.5679304,77.1594144,40
post_office,28.5684939,77.1890877,40
post_office,28.6401359,77.2130761,40
post_office,28.5878238,77.1685104,40
post_office,28.6445726,77.200248,40
drinking_water,28.6434,77.2192801,41
drinking_water,28.6282709,77.2064206,41
drinking_water,28.65166,77.2347281,41
drinking_water,28.6390079,77.2456619,41
drinking_water,28.6402763,77.2510218,41
drinking_water,28.5915672,77.220445,41
drinking_water,28.6323521,77.2190973,41
drinking_water,28.656534,77.2281727,41
shelter,28.6282054,77.245021,42
shelter,28.6282118,77.2451545,42
shelter,28.5651182,77.2396466,42
shelter,28.5651042,77.2397903,42
shelter,28.5647732,77.239687,42
shelter,28.5647473,77.2398788,42
telephone,28.6023212,77.1869652,43
toilets,28.6266017,77.2333412,44
toilets,28.6521926,77.2426343,44
toilets,28.6422347,77.2234684,44
toilets,28.6590947,77.228276,44
toilets,28.5782637,77.1897032,44
toilets,28.6458338,77.2085439,44
toilets,28.5921611,77.1623218,44
toilets,28.5887901,77.2571086,44
toilets,28.6424334,77.2228478,44
toilets,28.6435802,77.1885162,44
crematorium,28.5889464,77.2408863,45
grave_yard,28.6403435,77.2446605,46
internet_cafe,28.6381965,77.2107523,47
internet_cafe,28.6469772,77.1880174,47
marketplace,28.6573574,77.2359806,48
marketplace,28.6379089,77.1807881,48
marketplace,28.5689166,77.2421596,48
marketplace,28.5689873,77.2408267,48
marketplace,28.6572038,77.2228524,48
place_of_worship,28.6537629,77.2056378,49
place_of_worship,28.6504594,77.2396485,49
place_of_worship,28.6626518,77.2424315,49
place_of_worship,28.5773239,77.2026242,49
place_of_worship,28.6077134,77.1808184,49
place_of_worship,28.6361213,77.1836935,49
place_of_worship,28.586024,77.1712306,49
place_of_worship,28.5658169,77.2479782,49
place_of_worship,28.5947837,77.2525408,49
place_of_worship,28.639534,77.2097862,49
place_of_worship,28.6463013,77.2153689,49
place_of_worship,28.6327513,77.1989712,49
place_of_worship,28.6359878,77.2250742,49
place_of_worship,28.5818399,77.1983395,49
place_of_worship,28.5713909,77.1993122,49
place_of_worship,28.6405645,77.2116448,49
place_of_worship,28.6558115,77.2356623,49
place_of_worship,28.6449129,77.1977647,49
place_of_worship,28.6303505,77.2150219,49
place_of_worship,28.6337722,77.216499,49
place_of_worship,28.5917254,77.2433836,49
place_of_worship,28.564685,77.239101,49
place_of_worship,28.6551074,77.2309146,49
place_of_worship,28.5656809,77.2244304,49
place_of_worship,28.5753478,77.2291371,49
place_of_worship,28.6498482,77.2002456,49
place_of_worship,28.6281206,77.2128732,49
place_of_worship,28.6491995,77.1846567,49
place_of_worship,28.567162,77.2401753,49
place_of_worship,28.6528915,77.192125,49
place_of_worship,28.6259543,77.2326032,49
place_of_worship,28.5668103,77.2487837,49
place_of_worship,28.5956054,77.2407239,49
place_of_worship,28.5732231,77.2445457,49
place_of_worship,28.5728705,77.2434369,49
place_of_worship,28.5735096,77.2405364,49
place_of_worship,28.6260798,77.215349,49
place_of_worship,28.5922696,77.2417175,49
place_of_worship,28.6337969,77.2183681,49
place_of_worship,28.6337417,77.2162906,49
place_of_worship,28.6291093,77.2048696,49
place_of_worship,28.5772838,77.1743602,49
place_of_worship,28.6491472,77.2041529,49
place_of_worship,28.6455366,77.2313735,49
place_of_worship,28.6449544,77.2320731,49
place_of_worship,28.6459121,77.2324827,49
place_of_worship,28.6488977,77.2323795,49
place_of_worship,28.6494137,77.2322166,49
place_of_worship,28.6470106,77.2380032,49
place_of_worship,28.646861,77.239701,49
place_of_worship,28.5862597,77.2495252,49
place_of_worship,28.5857239,77.2497278,49
place_of_worship,28.5821485,77.2468068,49
place_of_worship,28.5802121,77.2454367,49
place_of_worship,28.5858069,77.2434717,49
place_of_worship,28.6423129,77.1923077,49
place_of_worship,28.6414974,77.2403946,49
place_of_worship,28.5885885,77.2532872,49
place_of_worship,28.6395552,77.2035058,49
place_of_worship,28.5727447,77.2321657,49
place_of_worship,28.5730504,77.2323475,49
place_of_worship,28.5898539,77.2524156,49
place_of_worship,28.6462826,77.2242535,49
place_of_worship,28.6461658,77.222939,49
place_of_worship,28.6579312,77.236635,49
place_of_worship,28.6186329,77.2099133,49
place_of_worship,28.5859703,77.2480454,49
place_of_worship,28.6505059,77.2211136,49
place_of_worship,28.6508835,77.2208886,49
place_of_worship,28.6412878,77.2146318,49
place_of_worship,28.6393851,77.212892,49
place_of_worship,28.6332604,77.2060741,49
place_of_worship,28.6011353,77.227067,49
place_of_worship,28.6023804,77.2533994,49
place_of_worship,28.5713132,77.2386276,49
place_of_worship,28.6447618,77.199696,49
place_of_worship,28.6466793,77.1926872,49
place_of_worship,28.6259209,77.2112242,49
place_of_worship,28.5683851,77.2475123,49
public_bath,28.6422819,77.2234166,50
public_bath,28.6424339,77.2228736,50
public_building,28.5904163,77.2308121,51
